,Cliente,Sexo,Idade,Empresa,Salario,Saldo_cc,Saldo_poupança,Saldo_investimento,Devedor_cartao,Inadimplente
74198,74198,M,32,Privada,5739.86,885.27,0.0,0.0,4737.56,1
9780,9780,M,33,Privada,5690.0,946.75,16937.03,11446.84,0.0,0
42316,42316,M,30,Privada,5626.0,1145.55,0.0,0.0,3459.1,0
57411,57411,F,31,Pública,5264.0,861.86,0.0,0.0,6430.61,0
32456,32456,F,29,Autônomo,5447.0,1180.5,16398.65,14672.72,0.0,0
33839,33839,M,32,Privada,5493.0,813.78,0.0,0.0,1378.39,0
6756,6756,M,36,Privada,6003.0,1121.47,0.0,0.0,3155.98,0
24296,24296,F,31,Privada,5213.0,1002.82,0.0,0.0,3087.09,0
9152,9152,M,33,Privada,5832.0,742.62,17509.89,9832.68,0.0,0
55469,55469,M,32,Privada,5627.0,866.98,0.0,0.0,2414.25,0
72094,72094,F,27,Pública,5077.38,586.29,0.0,0.0,5343.86,1
27251,27251,M,29,Pública,5341.0,525.12,0.0,0.0,2871.55,0
11612,11612,M,34,Autônomo,5788.0,759.14,0.0,0.0,3151.6,0
51110,51110,M,30,Pública,5358.0,841.17,0.0,0.0,1359.3,0
90668,90668,M,36,Privada,6021.0,1279.57,0.0,0.0,4689.95,0
61950,61950,M,34,Privada,5502.7,657.0,0.0,0.0,3016.47,1
17655,17655,M,34,Privada,5996.62,630.36,0.0,0.0,634.95,1
93319,93319,F,29,Privada,5114.62,726.77,0.0,0.0,3311.85,1
78714,78714,F,28,Privada,4969.0,124.21,0.0,0.0,1777.45,0
10439,10439,M,29,Pública,5304.0,770.18,0.0,0.0,1754.07,0
32673,32673,M,32,Pública,5418.0,1266.12,0.0,0.0,3421.66,0
51077,51077,M,32,Pública,5515.0,715.87,0.0,0.0,6254.51,0
57489,57489,F,29,Pública,5088.0,685.96,0.0,0.0,286.33,0
9509,9509,M,34,Privada,5589.0,775.31,0.0,0.0,905.75,0
75727,75727,M,32,Privada,5481.14,439.39,0.0,0.0,1871.81,1
37041,37041,F,27,Autônomo,4570.0,617.5,0.0,0.0,0.0,0
78,78,F,28,Privada,5111.0,442.56,0.0,0.0,3306.9,0
60337,60337,M,36,Privada,6312.0,834.92,0.0,0.0,5452.58,0
28202,28202,M,37,Privada,6348.0,1167.64,0.0,0.0,702.66,0
36839,36839,F,28,Pública,5131.0,931.5,0.0,0.0,1608.58,0
25792,25792,M,36,Privada,6188.0,1114.76,0.0,0.0,4673.98,0
65049,65049,M,30,Pública,5375.0,806.55,0.0,0.0,0.0,0
43836,43836,F,27,Pública,5120.0,780.49,0.0,0.0,3902.09,0
8794,8794,M,36,Privada,5706.54,962.89,0.0,0.0,1631.37,1
1777,1777,M,30,Privada,5627.0,863.56,0.0,0.0,4006.57,0
77840,77840,M,31,Privada,5628.0,728.25,0.0,0.0,817.49,0
59885,59885,F,29,Autônomo,4678.0,614.99,0.0,0.0,0.0,0
92128,92128,F,30,Autônomo,4836.3,507.69,0.0,0.0,4346.33,1
84257,84257,M,33,Privada,5677.0,978.16,0.0,0.0,2961.77,0
26846,26846,M,34,Privada,5722.0,818.62,0.0,0.0,4465.23,0
9050,9050,M,30,Autônomo,4988.0,403.75,0.0,0.0,2513.19,0
50747,50747,F,27,Pública,5049.0,705.53,0.0,0.0,1777.86,0
71803,71803,M,32,Privada,5551.0,645.75,0.0,0.0,2833.63,0
79392,79392,M,36,Autônomo,6080.0,1350.13,0.0,0.0,1148.92,0
57239,57239,M,30,Pública,5385.0,641.97,0.0,0.0,2437.93,0
14365,14365,F,33,Pública,5165.0,994.28,0.0,0.0,2519.2,0
23619,23619,F,29,Pública,5365.0,681.37,0.0,0.0,1677.0,0
42113,42113,M,33,Privada,5416.46,750.67,0.0,0.0,7381.41,1
43991,43991,M,31,Pública,5439.0,1088.33,16055.34,11656.54,0.0,0
82586,82586,M,35,Privada,5684.0,415.18,0.0,0.0,4207.55,1
3981,3981,M,31,Pública,5431.0,1057.93,16363.55,13398.44,0.0,0
50647,50647,M,36,Pública,5822.0,972.07,0.0,0.0,3228.46,0
32963,32963,M,31,Privada,5593.0,996.41,16899.4,8248.83,0.0,0
27424,27424,M,33,Privada,5763.0,866.45,0.0,0.0,889.07,0
35575,35575,M,36,Privada,6035.0,952.25,0.0,0.0,2226.91,0
85647,85647,M,31,Pública,5545.0,973.2,0.0,0.0,1749.83,0
67360,67360,M,32,Privada,5473.3,680.37,0.0,0.0,3592.39,1
57996,57996,F,31,Privada,5319.44,674.48,0.0,0.0,5461.3,1
4416,4416,F,31,Privada,5239.0,436.72,0.0,0.0,1486.75,0
34046,34046,M,30,Pública,5207.0,256.94,0.0,0.0,5315.53,0
67262,67262,F,27,Autônomo,4626.0,544.61,0.0,0.0,658.03,0
83616,83616,M,37,Privada,5801.6,1024.12,0.0,0.0,6555.52,1
25176,25176,F,30,Privada,5450.76,737.42,0.0,0.0,6436.18,1
3563,3563,M,29,Pública,5239.0,798.21,0.0,0.0,1281.22,0
24400,24400,F,30,Privada,5117.0,729.96,15615.53,7546.89,0.0,0
52488,52488,M,34,Privada,5557.58,634.48,0.0,0.0,5478.0,1
21997,21997,F,29,Pública,5236.0,975.46,0.0,0.0,1416.33,0
50652,50652,M,33,Privada,5562.0,1076.08,0.0,0.0,1555.75,0
44579,44579,M,34,Privada,5815.0,1130.76,0.0,0.0,4865.65,0
28627,28627,F,27,Pública,5088.16,477.78,0.0,0.0,2290.35,1
93187,93187,M,36,Privada,6016.0,1178.28,0.0,0.0,3159.23,0
75566,75566,M,33,Privada,5689.88,718.14,0.0,0.0,4058.85,1
61214,61214,F,31,Pública,5017.6,602.62,0.0,0.0,4394.95,1
67148,67148,M,28,Pública,5176.0,886.79,0.0,0.0,1484.37,0
81335,81335,M,37,Privada,6188.7,920.49,0.0,0.0,3222.53,1
31327,31327,M,30,Autônomo,5316.0,808.28,0.0,0.0,3523.21,0
78083,78083,F,33,Privada,5252.0,490.91,0.0,0.0,1137.58,0
64217,64217,M,35,Privada,5868.0,617.69,0.0,0.0,5374.56,0
92830,92830,F,24,Autônomo,4666.0,639.52,0.0,0.0,0.0,0
73772,73772,F,28,Privada,5478.0,780.03,0.0,0.0,2813.46,0
72406,72406,M,33,Privada,5603.0,770.91,0.0,0.0,2009.33,0
36562,36562,M,31,Pública,5225.36,424.7,0.0,0.0,3696.82,1
13840,13840,F,25,Autônomo,4667.0,378.93,0.0,0.0,2099.98,0
65470,65470,F,31,Pública,5163.0,1000.31,0.0,0.0,2298.19,0
51512,51512,F,34,Autônomo,5816.3,698.59,0.0,0.0,4113.96,1
61629,61629,M,31,Pública,5376.0,619.97,0.0,0.0,2862.47,0
9123,9123,F,29,Autônomo,5052.88,395.03,0.0,0.0,3818.52,1
75177,75177,F,26,Pública,5019.0,1152.68,0.0,0.0,1935.38,0
96456,96456,M,34,Pública,5493.88,741.87,0.0,0.0,1003.42,1
76353,76353,M,33,Privada,5583.0,1307.44,0.0,0.0,4920.09,0
31532,31532,M,28,Pública,5081.3,478.68,0.0,0.0,3068.33,1
55852,55852,F,31,Privada,5324.34,684.76,0.0,0.0,8883.51,1
2445,2445,M,35,Privada,5733.0,253.52,0.0,0.0,3145.73,0
34533,34533,M,34,Pública,5629.12,669.8,0.0,0.0,1225.29,1
85488,85488,F,25,Autônomo,4350.22,504.91,0.0,0.0,1930.15,1
73014,73014,M,32,Privada,5607.0,953.07,0.0,0.0,3540.45,0
168,168,M,32,Pública,5434.0,1475.77,0.0,0.0,4690.0,0
21811,21811,M,31,Autônomo,5153.82,632.94,0.0,0.0,2765.0,1
9700,9700,F,30,Privada,5372.0,484.2,0.0,0.0,1287.44,0
52989,52989,F,28,Autônomo,4862.0,531.59,0.0,0.0,4573.51,0
77690,77690,M,36,Privada,5671.0,589.43,16939.02,12655.81,0.0,0
1526,1526,M,35,Privada,6016.0,695.6,0.0,0.0,188.24,0
27020,27020,F,27,Privada,5280.0,778.53,0.0,0.0,2177.48,0
4611,4611,F,30,Privada,5207.0,670.5,0.0,0.0,2109.89,0
90798,90798,M,33,Privada,5568.36,727.98,0.0,0.0,3860.93,1
97374,97374,M,30,Privada,5544.0,1240.07,0.0,0.0,0.0,0
87944,87944,M,37,Privada,6164.0,1147.3,0.0,0.0,3347.17,0
28271,28271,M,32,Pública,5141.08,473.66,0.0,0.0,3646.43,1
27384,27384,M,29,Privada,5580.0,622.79,0.0,0.0,3714.43,0
8602,8602,F,28,Privada,5087.0,1020.38,0.0,0.0,3587.94,0
83496,83496,M,36,Privada,5774.0,1009.17,17079.82,13650.55,0.0,0
85525,85525,M,33,Pública,5615.0,637.33,0.0,0.0,3554.29,0
11496,11496,F,30,Pública,5014.66,717.37,0.0,0.0,2264.51,1
99079,99079,F,34,Pública,5199.0,835.15,0.0,0.0,2469.36,0
80091,80091,M,34,Privada,6074.0,1000.03,0.0,0.0,2627.14,0
30046,30046,M,33,Privada,5723.0,710.65,0.0,0.0,3702.19,0
50531,50531,F,27,Privada,4998.98,434.32,0.0,0.0,4140.46,1
3344,3344,M,37,Privada,6228.0,1311.33,0.0,0.0,2631.82,0
17771,17771,M,35,Pública,5486.0,889.24,0.0,0.0,1478.8,0
28874,28874,F,23,Autônomo,4589.0,386.24,0.0,0.0,1064.04,0
780,780,F,29,Pública,4905.88,532.32,0.0,0.0,7321.42,1
17826,17826,F,31,Privada,5276.0,798.4,16038.88,9289.91,0.0,0
68779,68779,F,30,Privada,5190.0,543.16,15713.65,11544.97,0.0,0
20956,20956,M,35,Privada,5562.48,799.04,0.0,0.0,4102.01,1
931,931,F,33,Privada,5530.0,571.68,0.0,0.0,2383.78,0
36286,36286,F,29,Pública,5010.0,876.07,0.0,0.0,1834.72,0
83185,83185,M,35,Privada,5878.04,634.63,0.0,0.0,4074.66,1
6637,6637,M,31,Autônomo,5095.02,399.2,0.0,0.0,3625.35,1
70070,70070,M,35,Autônomo,5481.0,687.97,16387.55,14813.03,0.0,0
54199,54199,F,26,Autônomo,4758.0,856.72,14248.06,12143.92,0.0,0
91487,91487,F,29,Privada,5422.0,893.58,16335.54,16158.81,0.0,0
14052,14052,M,35,Privada,5704.0,1338.71,0.0,0.0,2958.33,0
80116,80116,M,35,Privada,5761.42,643.92,0.0,0.0,3971.91,1
70574,70574,M,34,Privada,5650.0,951.77,0.0,0.0,0.0,0
25500,25500,F,28,Autônomo,5148.0,353.51,0.0,0.0,4176.42,0
76930,76930,F,30,Privada,5077.0,443.65,0.0,0.0,0.0,0
19206,19206,M,33,Privada,5527.0,902.56,0.0,0.0,309.41,0
86347,86347,M,37,Privada,5960.0,1252.61,18166.6,11516.55,0.0,0
15207,15207,M,34,Privada,5931.0,733.41,0.0,0.0,362.93,0
66039,66039,F,30,Pública,5229.28,564.1,0.0,0.0,1402.4,1
27750,27750,M,34,Privada,5695.76,821.87,0.0,0.0,5425.08,1
40755,40755,M,39,Privada,6414.0,962.84,0.0,0.0,5129.21,0
18592,18592,F,28,Privada,5225.0,1017.25,0.0,0.0,5204.31,0
79751,79751,M,33,Privada,5850.0,1202.34,0.0,0.0,5446.94,0
38001,38001,F,31,Autônomo,5020.54,488.61,0.0,0.0,3202.72,1
79016,79016,F,29,Pública,5220.0,674.77,0.0,0.0,1245.81,0
58183,58183,F,34,Privada,5539.0,828.36,0.0,0.0,5107.74,0
15656,15656,M,31,Pública,5534.0,955.95,16670.88,11379.02,0.0,0
4716,4716,M,32,Pública,5221.0,1054.57,0.0,0.0,3067.12,0
97417,97417,F,31,Privada,5417.44,434.13,0.0,0.0,4740.17,1
67719,67719,M,33,Privada,5562.48,759.99,0.0,0.0,5084.63,1
27330,27330,F,33,Privada,5440.0,836.03,0.0,0.0,2816.01,0
79539,79539,F,29,Autônomo,4605.02,248.32,0.0,0.0,7759.48,1
84450,84450,M,37,Privada,6303.0,892.18,0.0,0.0,1952.21,0
81501,81501,F,33,Privada,5418.0,631.33,0.0,0.0,3062.16,0
29341,29341,M,33,Pública,5673.0,937.6,0.0,0.0,3319.53,0
51496,51496,M,33,Pública,5848.0,757.15,17743.27,11996.63,0.0,0
80444,80444,M,30,Autônomo,5334.0,738.54,0.0,0.0,3462.67,0
75396,75396,F,27,Autônomo,4725.0,465.83,0.0,0.0,339.81,0
37171,37171,F,32,Privada,5250.0,775.65,0.0,0.0,0.0,0
84170,84170,M,36,Privada,6276.0,1138.14,0.0,0.0,6059.26,0
82980,82980,F,29,Autônomo,4930.38,553.1,0.0,0.0,2419.59,1
3561,3561,F,30,Privada,5263.0,537.05,0.0,0.0,3395.39,0
18051,18051,M,31,Privada,5552.0,636.64,0.0,0.0,0.0,0
53973,53973,M,35,Privada,5958.0,938.64,0.0,0.0,6174.8,0
96572,96572,F,35,Privada,5694.0,1030.89,16805.2,9991.73,0.0,0
53607,53607,M,34,Privada,5725.16,547.02,0.0,0.0,4660.6,1
26576,26576,F,29,Pública,5024.0,626.77,0.0,0.0,0.0,0
51260,51260,M,31,Privada,5434.1,772.6,0.0,0.0,3932.03,1
84430,84430,M,33,Privada,5601.0,915.07,16723.18,10438.37,0.0,0
46642,46642,F,29,Pública,5020.0,344.96,0.0,0.0,3993.31,0
82397,82397,M,38,Privada,6220.06,847.04,0.0,0.0,6914.2,1
24983,24983,M,34,Privada,5989.0,1089.08,0.0,0.0,1671.55,0
40330,40330,F,28,Privada,4916.66,468.33,0.0,0.0,6999.19,1
39403,39403,M,35,Privada,5586.98,574.96,0.0,0.0,2462.13,1
6039,6039,M,34,Privada,5980.0,985.94,0.0,0.0,1645.64,0
34733,34733,M,37,Privada,6271.0,955.7,0.0,0.0,1109.17,0
38239,38239,M,34,Privada,5920.0,771.24,0.0,0.0,921.03,0
67559,67559,M,33,Privada,5962.0,762.28,0.0,0.0,4441.55,0
17054,17054,M,38,Privada,6264.0,1320.27,0.0,0.0,2736.46,0
11143,11143,M,37,Privada,6373.0,1183.19,0.0,0.0,4429.83,0
27816,27816,F,31,Privada,5147.94,530.5,0.0,0.0,5308.5,1
79456,79456,F,28,Privada,5061.7,602.9,0.0,0.0,2584.55,1
22004,22004,M,34,Privada,5747.0,1142.9,0.0,0.0,3813.58,0
45929,45929,M,33,Privada,5584.0,973.34,0.0,0.0,3911.65,0
36000,36000,F,31,Privada,5213.0,919.3,15552.05,11191.25,0.0,0
72239,72239,F,30,Privada,5226.0,620.89,0.0,0.0,2823.32,0
107,107,F,26,Pública,5056.8,411.51,0.0,0.0,7684.17,1
43286,43286,F,25,Autônomo,4458.02,451.87,0.0,0.0,5136.09,1
84615,84615,M,34,Privada,6031.0,1230.0,0.0,0.0,4502.57,0
36173,36173,F,30,Privada,4979.38,531.27,0.0,0.0,4199.24,1
62176,62176,F,30,Pública,5066.0,835.21,14832.72,11271.19,0.0,0
46513,46513,M,33,Privada,5618.0,629.74,0.0,0.0,2043.29,0
19916,19916,M,31,Autônomo,5795.72,735.06,0.0,0.0,4555.39,1
65468,65468,M,30,Privada,5680.0,1194.09,16884.29,12998.25,0.0,0
21955,21955,M,27,Pública,5252.0,786.3,0.0,0.0,869.15,0
62782,62782,M,31,Pública,5082.28,658.52,0.0,0.0,1927.08,1
5764,5764,F,26,Autônomo,4598.16,535.74,0.0,0.0,2510.65,1
82961,82961,F,32,Privada,5405.0,663.34,0.0,0.0,3736.82,0
7713,7713,F,33,Autônomo,5563.46,711.48,0.0,0.0,5780.02,1
61820,61820,M,34,Pública,5583.0,996.22,0.0,0.0,1771.89,0
36766,36766,F,28,Autônomo,4972.0,352.74,0.0,0.0,750.3,0
79893,79893,M,30,Autônomo,5201.84,702.71,0.0,0.0,2132.97,1
55778,55778,M,34,Privada,6411.0,1524.91,0.0,0.0,5496.17,0
84784,84784,F,25,Autônomo,4523.0,443.79,0.0,0.0,3581.93,0
11262,11262,F,27,Privada,4987.22,488.75,0.0,0.0,9529.7,1
59402,59402,F,29,Pública,5256.0,867.33,0.0,0.0,2737.53,0
90454,90454,F,29,Pública,5065.62,563.0,0.0,0.0,1857.61,1
77828,77828,F,30,Autônomo,5163.0,426.97,0.0,0.0,0.0,0
92035,92035,F,29,Autônomo,5145.0,798.46,15939.93,9479.06,0.0,0
5226,5226,F,25,Pública,4967.0,719.29,0.0,0.0,453.74,0
16966,16966,M,31,Privada,5626.0,1040.02,0.0,0.0,2939.33,0
47391,47391,M,30,Pública,5191.06,610.39,0.0,0.0,8985.86,1
7555,7555,M,38,Privada,6321.0,1160.17,0.0,0.0,2933.11,0
91127,91127,M,32,Privada,5622.0,746.89,0.0,0.0,1971.32,0
39873,39873,F,30,Privada,5397.0,978.36,0.0,0.0,4006.0,0
54521,54521,M,36,Privada,6183.0,1178.21,0.0,0.0,2833.36,0
21248,21248,M,34,Privada,5689.0,939.75,0.0,0.0,3273.99,0
52764,52764,F,30,Privada,5195.0,775.07,0.0,0.0,2978.04,0
20551,20551,M,34,Privada,5721.24,458.3,0.0,0.0,6888.47,1
96334,96334,F,30,Privada,5142.06,409.34,0.0,0.0,3348.38,1
45853,45853,M,32,Privada,5531.0,781.98,16568.04,8541.38,0.0,0
35083,35083,F,39,Privada,6211.0,1003.79,0.0,0.0,3256.23,0
59583,59583,M,32,Privada,5636.0,1016.24,0.0,0.0,2947.72,0
23188,23188,M,30,Pública,5513.0,695.87,0.0,0.0,3136.94,0
69557,69557,M,36,Privada,5949.0,1075.08,0.0,0.0,3686.6,0
46443,46443,F,27,Autônomo,4676.0,471.05,0.0,0.0,1025.79,0
79049,79049,M,35,Privada,5732.0,813.51,17172.76,12392.99,0.0,0
47645,47645,F,29,Pública,4996.0,691.13,0.0,0.0,615.06,0
42484,42484,F,31,Pública,5295.0,617.98,0.0,0.0,3090.97,0
96584,96584,M,29,Privada,5576.0,1094.34,0.0,0.0,3912.3,0
63700,63700,M,25,Autônomo,5246.0,587.99,0.0,0.0,4047.91,0
6707,6707,M,33,Privada,5574.24,681.16,0.0,0.0,6727.89,1
40018,40018,M,32,Pública,5702.0,872.79,0.0,0.0,2739.92,0
73042,73042,M,31,Privada,5695.0,630.87,0.0,0.0,1669.6,0
91489,91489,F,33,Pública,5455.0,639.94,16405.01,10296.13,0.0,0
59558,59558,M,34,Privada,5597.0,1008.61,0.0,0.0,1685.55,0
59115,59115,F,28,Pública,5204.0,896.8,0.0,0.0,2435.24,0
34305,34305,F,29,Pública,5096.0,962.81,0.0,0.0,2927.33,0
73099,73099,F,32,Privada,5625.0,839.11,0.0,0.0,3153.41,0
67367,67367,F,32,Privada,5504.66,617.33,0.0,0.0,3896.51,1
25117,25117,M,31,Privada,5513.0,952.17,0.0,0.0,3982.97,0
9217,9217,F,24,Autônomo,4710.86,573.47,0.0,0.0,5851.44,1
13703,13703,F,31,Privada,5252.8,568.59,0.0,0.0,3317.64,1
27118,27118,M,31,Privada,5446.0,377.66,0.0,0.0,772.11,0
77318,77318,M,33,Privada,5806.0,811.85,0.0,0.0,2681.52,0
80885,80885,M,31,Pública,5471.0,1114.46,0.0,0.0,4648.33,0
88664,88664,M,31,Autônomo,5304.0,747.52,0.0,0.0,1071.47,0
95956,95956,M,31,Privada,5496.82,584.04,0.0,0.0,2805.65,1
3023,3023,M,34,Pública,5764.0,655.71,0.0,0.0,571.35,0
80811,80811,F,26,Autônomo,4512.9,351.69,0.0,0.0,4786.39,1
6356,6356,M,30,Privada,5586.0,787.18,0.0,0.0,1194.35,0
36540,36540,M,32,Pública,5358.0,451.1,0.0,0.0,2865.06,0
49551,49551,M,31,Privada,5549.0,894.07,0.0,0.0,1062.84,0
13765,13765,M,31,Privada,5531.0,892.73,0.0,0.0,1278.2,0
55876,55876,F,27,Privada,5092.0,944.73,0.0,0.0,0.0,0
24064,24064,M,31,Privada,5841.0,1071.41,0.0,0.0,1989.27,0
1018,1018,F,30,Autônomo,4812.0,939.84,14807.46,12711.73,0.0,0
96556,96556,M,35,Privada,6015.24,805.19,0.0,0.0,1686.86,1
91856,91856,M,29,Autônomo,5434.0,980.92,0.0,0.0,4053.08,0
4984,4984,F,34,Pública,5859.0,1145.67,0.0,0.0,2486.68,0
49661,49661,M,33,Privada,5721.0,1077.39,0.0,0.0,5239.52,0
29798,29798,M,34,Pública,5709.0,593.04,0.0,0.0,4797.14,0
86868,86868,F,23,Autônomo,4502.0,174.12,13307.42,8796.14,0.0,0
66032,66032,M,34,Pública,5724.0,860.21,17155.95,15403.76,0.0,0
87135,87135,F,24,Autônomo,4639.32,343.32,0.0,0.0,198.96,1
47830,47830,F,29,Privada,4906.86,392.04,0.0,0.0,4757.86,1
32304,32304,M,35,Privada,6092.0,928.83,17970.55,12642.15,0.0,0
32501,32501,M,33,Privada,5623.0,1281.21,17021.67,8188.18,0.0,0
68253,68253,M,30,Autônomo,5170.0,362.55,0.0,0.0,47.3,0
76696,76696,F,26,Autônomo,5055.0,862.16,0.0,0.0,2559.55,0
67175,67175,F,33,Privada,5517.0,575.09,0.0,0.0,2456.26,0
67804,67804,M,31,Privada,5667.0,897.74,0.0,0.0,2771.98,0
31951,31951,M,34,Privada,6079.0,1014.85,0.0,0.0,2599.94,0
67392,67392,F,30,Privada,5138.14,374.58,0.0,0.0,1092.32,1
83685,83685,M,30,Privada,5507.0,538.4,0.0,0.0,4461.13,0
27588,27588,M,25,Pública,5202.0,789.48,0.0,0.0,1728.9,0
78043,78043,F,34,Privada,5921.0,739.19,0.0,0.0,3953.48,0
55244,55244,F,31,Privada,5010.74,774.14,0.0,0.0,516.99,1
98762,98762,M,28,Privada,5549.74,558.57,0.0,0.0,4182.41,1
95808,95808,M,32,Pública,5281.0,610.04,0.0,0.0,3175.27,0
55940,55940,M,33,Privada,6054.0,1509.54,0.0,0.0,3597.55,0
92625,92625,M,33,Privada,5947.0,1020.5,0.0,0.0,1385.16,0
63762,63762,M,34,Privada,5800.62,915.24,0.0,0.0,3002.91,1
78272,78272,M,32,Privada,5429.2,471.81,0.0,0.0,2516.19,1
63924,63924,M,35,Privada,5922.0,968.61,0.0,0.0,5243.88,0
66948,66948,M,35,Autônomo,5477.0,897.9,0.0,0.0,1312.07,0
58670,58670,M,32,Privada,5946.64,686.48,0.0,0.0,3724.86,1
99551,99551,F,29,Autônomo,4732.42,212.88,0.0,0.0,3949.67,1
76137,76137,F,31,Pública,5203.0,665.78,15718.53,9809.84,0.0,0
21887,21887,M,33,Privada,5439.0,357.92,0.0,0.0,6245.51,1
92537,92537,F,30,Privada,5025.44,465.3,0.0,0.0,372.66,1
95807,95807,F,27,Autônomo,4921.0,484.65,0.0,0.0,0.0,0
91561,91561,F,29,Autônomo,5252.0,821.37,0.0,0.0,621.1,0
54342,54342,M,34,Privada,5607.0,734.9,0.0,0.0,2801.94,0
20674,20674,F,32,Privada,5492.0,985.46,0.0,0.0,1305.02,0
31829,31829,M,34,Pública,5610.0,1084.03,0.0,0.0,1196.3,0
80150,80150,M,36,Privada,5977.0,1245.27,0.0,0.0,3258.96,0
33203,33203,F,29,Pública,5108.0,781.59,0.0,0.0,3764.02,0
33596,33596,F,26,Autônomo,4699.1,351.76,0.0,0.0,6028.23,1
45594,45594,F,31,Autônomo,5149.0,859.83,0.0,0.0,92.24,0
64933,64933,M,30,Pública,5564.0,619.36,0.0,0.0,2372.4,0
7673,7673,F,31,Privada,5485.0,1046.55,0.0,0.0,5428.19,0
45310,45310,M,34,Privada,5682.04,807.74,0.0,0.0,6648.83,1
43975,43975,F,29,Pública,5198.0,515.82,0.0,0.0,2493.07,0
86069,86069,F,30,Privada,5222.42,474.17,0.0,0.0,3091.58,1
90780,90780,M,28,Pública,5391.0,575.61,0.0,0.0,1493.09,0
61709,61709,M,35,Privada,6085.0,931.47,0.0,0.0,3053.97,0
86362,86362,F,30,Pública,5490.0,1054.09,16661.63,13600.29,0.0,0
84519,84519,M,32,Pública,5444.0,831.59,16028.07,11139.39,0.0,0
44522,44522,F,29,Privada,5344.0,973.47,0.0,0.0,1226.36,0
44100,44100,M,37,Privada,6093.0,1275.59,18257.02,10518.1,0.0,0
3192,3192,F,33,Pública,5167.0,632.88,0.0,0.0,4234.36,0
93230,93230,F,28,Autônomo,5238.0,1024.73,15425.93,5172.17,0.0,0
97619,97619,F,32,Privada,5455.0,696.3,0.0,0.0,4159.81,0
38771,38771,F,30,Privada,5447.0,907.88,16283.69,10154.72,0.0,0
71898,71898,M,33,Autônomo,5371.0,757.23,0.0,0.0,2869.04,0
64131,64131,F,27,Pública,5060.72,443.33,0.0,0.0,2663.99,1
33991,33991,M,30,Pública,5244.0,836.1,0.0,0.0,2161.0,0
40364,40364,M,30,Autônomo,5628.0,529.35,0.0,0.0,1691.17,0
5097,5097,F,29,Autônomo,4885.0,780.51,0.0,0.0,1988.67,0
6071,6071,F,27,Autônomo,4689.0,677.88,0.0,0.0,3757.12,0
57205,57205,F,29,Pública,5060.0,757.49,0.0,0.0,2789.2,0
79308,79308,F,26,Autônomo,4609.0,793.4,0.0,0.0,1713.75,0
41522,41522,F,26,Privada,4900.0,716.85,0.0,0.0,4470.74,0
56597,56597,F,31,Pública,5028.0,446.53,15452.14,10280.71,0.0,0
26219,26219,M,36,Privada,5969.18,738.34,0.0,0.0,2311.01,1
89600,89600,F,32,Privada,5745.0,961.42,0.0,0.0,2316.74,0
95592,95592,M,32,Privada,5782.0,855.43,17598.76,8015.22,0.0,0
12949,12949,F,31,Pública,5428.0,468.66,16649.63,9456.05,0.0,0
32511,32511,F,30,Pública,5283.0,999.28,0.0,0.0,1487.98,0
63438,63438,M,29,Pública,5138.14,594.19,0.0,0.0,6829.35,1
18876,18876,M,32,Autônomo,5458.6,520.2,0.0,0.0,2264.48,1
44832,44832,F,31,Pública,5338.0,803.34,0.0,0.0,4500.44,0
73151,73151,M,30,Autônomo,5353.0,774.38,0.0,0.0,2644.11,0
82709,82709,F,26,Privada,5226.0,726.0,0.0,0.0,1858.86,0
92016,92016,F,27,Pública,5067.0,462.91,0.0,0.0,1497.58,0
43721,43721,M,34,Privada,5706.0,894.27,0.0,0.0,2533.31,0
91524,91524,F,35,Privada,5581.0,674.79,0.0,0.0,994.76,0
81321,81321,M,35,Privada,5897.0,853.3,0.0,0.0,2552.52,0
73466,73466,F,34,Privada,5564.0,813.44,0.0,0.0,4120.74,0
61991,61991,M,32,Pública,5375.0,771.51,0.0,0.0,2547.73,0
98504,98504,F,31,Privada,5271.0,410.77,0.0,0.0,3955.06,0
9017,9017,F,31,Privada,5370.0,886.94,0.0,0.0,559.51,0
25372,25372,F,25,Autônomo,4642.26,390.75,0.0,0.0,3530.02,1
6037,6037,F,25,Autônomo,4557.0,305.26,0.0,0.0,1075.14,0
61088,61088,M,34,Privada,5525.0,677.09,0.0,0.0,1141.05,0
81764,81764,M,34,Privada,5577.0,896.1,0.0,0.0,2901.94,0
66938,66938,M,34,Privada,5860.0,923.79,0.0,0.0,101.41,0
71326,71326,M,32,Privada,5706.0,823.88,0.0,0.0,1740.24,0
70988,70988,M,33,Privada,5671.26,590.79,0.0,0.0,4299.08,1
48276,48276,M,36,Privada,5990.0,565.53,18395.51,10730.53,0.0,0
63917,63917,M,29,Pública,5306.0,499.24,0.0,0.0,1249.46,0
57754,57754,F,28,Autônomo,4774.0,710.32,14435.03,8506.92,0.0,0
49165,49165,M,31,Privada,5686.0,977.66,0.0,0.0,3366.44,0
51046,51046,M,36,Privada,6050.0,1058.43,0.0,0.0,3304.6,0
65488,65488,F,29,Pública,4979.0,765.95,0.0,0.0,5048.57,0
58779,58779,M,31,Pública,5545.0,786.01,0.0,0.0,3738.22,0
90054,90054,M,32,Privada,5822.0,1003.17,17485.17,12739.19,0.0,0
35943,35943,M,34,Privada,5677.0,769.64,0.0,0.0,2387.87,0
94525,94525,M,36,Privada,5849.0,811.18,17479.72,12857.91,0.0,0
